	strain	gisaid_epi_isl	originating_lab	submitting_lab	authors
291663	Netherlands/ZH-EMC-819/2020	EPI_ISL_632330	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291664	Netherlands/ZH-EMC-820/2020	EPI_ISL_632695	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291665	Netherlands/ZH-EMC-821/2020	EPI_ISL_632401	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291666	Netherlands/ZH-EMC-822/2020	EPI_ISL_632696	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291667	Netherlands/ZH-EMC-823/2020	EPI_ISL_632697	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291668	Netherlands/ZH-EMC-824/2020	EPI_ISL_632427	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291669	Netherlands/ZH-EMC-825/2020	EPI_ISL_632416	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291670	Netherlands/ZH-EMC-826/2020	EPI_ISL_632698	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291671	Netherlands/ZH-EMC-827/2020	EPI_ISL_632699	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291672	Netherlands/ZH-EMC-828/2020	EPI_ISL_632700	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291673	Netherlands/ZH-EMC-829/2020	EPI_ISL_632397	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291674	Netherlands/ZH-EMC-830/2020	EPI_ISL_632403	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291675	Netherlands/ZH-EMC-831/2020	EPI_ISL_632701	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291676	Netherlands/ZH-EMC-832/2020	EPI_ISL_632702	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291677	Netherlands/ZH-EMC-833/2020	EPI_ISL_632703	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291678	Netherlands/ZH-EMC-834/2020	EPI_ISL_632704	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291679	Netherlands/ZH-EMC-835/2020	EPI_ISL_632412	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291680	Netherlands/ZH-EMC-836/2020	EPI_ISL_632447	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291681	Netherlands/ZH-EMC-837/2020	EPI_ISL_632409	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291682	Netherlands/ZH-EMC-838/2020	EPI_ISL_632344	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291683	Netherlands/ZH-EMC-839/2020	EPI_ISL_632705	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291684	Netherlands/ZH-EMC-840/2020	EPI_ISL_632493	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291685	Netherlands/ZH-EMC-841/2020	EPI_ISL_632706	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291686	Netherlands/ZH-EMC-842/2020	EPI_ISL_632423	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291687	Netherlands/ZH-EMC-843/2020	EPI_ISL_632707	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291688	Netherlands/ZH-EMC-844/2020	EPI_ISL_632708	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291689	Netherlands/ZH-EMC-845/2020	EPI_ISL_632709	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291690	Netherlands/ZH-EMC-846/2020	EPI_ISL_632710	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291691	Netherlands/ZH-EMC-847/2020	EPI_ISL_632714	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291692	Netherlands/ZH-EMC-848/2020	EPI_ISL_632716	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291693	Netherlands/ZH-EMC-849/2020	EPI_ISL_632717	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291694	Netherlands/ZH-EMC-850/2020	EPI_ISL_632718	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291695	Netherlands/ZH-EMC-851/2020	EPI_ISL_632719	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291696	Netherlands/ZH-EMC-852/2020	EPI_ISL_632734	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291697	Netherlands/ZH-EMC-853/2020	EPI_ISL_632735	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291698	Netherlands/ZH-EMC-854/2020	EPI_ISL_632736	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291699	Netherlands/ZH-EMC-855/2020	EPI_ISL_632737	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291700	Netherlands/ZH-EMC-856/2020	EPI_ISL_632336	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291701	Netherlands/ZH-EMC-857/2020	EPI_ISL_632738	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291702	Netherlands/ZH-EMC-858/2020	EPI_ISL_632339	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291703	Netherlands/ZH-EMC-859/2020	EPI_ISL_632372	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291704	Netherlands/ZH-EMC-860/2020	EPI_ISL_632746	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291705	Netherlands/ZH-EMC-861/2020	EPI_ISL_632411	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291706	Netherlands/ZH-EMC-862/2020	EPI_ISL_632747	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291707	Netherlands/ZH-EMC-863/2020	EPI_ISL_632748	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291708	Netherlands/ZH-EMC-864/2020	EPI_ISL_632749	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291709	Netherlands/ZH-EMC-865/2020	EPI_ISL_632750	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291710	Netherlands/ZH-EMC-866/2020	EPI_ISL_632448	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291711	Netherlands/ZH-EMC-867/2020	EPI_ISL_632751	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291712	Netherlands/ZH-EMC-868/2020	EPI_ISL_632405	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291713	Netherlands/ZH-EMC-869/2020	EPI_ISL_632752	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291714	Netherlands/ZH-EMC-870/2020	EPI_ISL_632753	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291715	Netherlands/ZH-EMC-871/2020	EPI_ISL_632331	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291716	Netherlands/ZH-EMC-872/2020	EPI_ISL_632754	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291717	Netherlands/ZH-EMC-873/2020	EPI_ISL_632373	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291718	Netherlands/ZH-EMC-874/2020	EPI_ISL_632755	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291719	Netherlands/ZH-EMC-876/2020	EPI_ISL_632756	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291720	Netherlands/ZH-EMC-877/2020	EPI_ISL_632757	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291721	Netherlands/ZH-EMC-878/2020	EPI_ISL_632758	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291722	Netherlands/ZH-EMC-879/2020	EPI_ISL_632759	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291723	Netherlands/ZH-EMC-880/2020	EPI_ISL_632760	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291724	Netherlands/ZH-EMC-881/2020	EPI_ISL_632374	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291725	Netherlands/ZH-EMC-882/2020	EPI_ISL_632332	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291726	Netherlands/ZH-EMC-883/2020	EPI_ISL_632762	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291727	Netherlands/ZH-EMC-884/2020	EPI_ISL_632763	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291728	Netherlands/ZH-EMC-885/2020	EPI_ISL_632765	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291729	Netherlands/ZH-EMC-886/2020	EPI_ISL_632766	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291730	Netherlands/ZH-EMC-887/2020	EPI_ISL_632398	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291731	Netherlands/ZH-EMC-888/2020	EPI_ISL_632767	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291732	Netherlands/ZH-EMC-889/2020	EPI_ISL_632449	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291733	Netherlands/ZH-EMC-890/2020	EPI_ISL_632768	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291734	Netherlands/ZH-EMC-891/2020	EPI_ISL_632769	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291735	Netherlands/ZH-EMC-892/2020	EPI_ISL_632770	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291736	Netherlands/ZH-EMC-893/2020	EPI_ISL_632354	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291737	Netherlands/ZH-EMC-894/2020	EPI_ISL_632406	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291738	Netherlands/ZH-EMC-895/2020	EPI_ISL_632785	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291739	Netherlands/ZH-EMC-896/2020	EPI_ISL_632786	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291740	Netherlands/ZH-EMC-897/2020	EPI_ISL_632787	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291741	Netherlands/ZH-EMC-898/2020	EPI_ISL_632788	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291742	Netherlands/ZH-EMC-899/2020	EPI_ISL_632789	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291743	Netherlands/ZH-EMC-900/2020	EPI_ISL_632790	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291744	Netherlands/ZH-EMC-901/2020	EPI_ISL_632791	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291745	Netherlands/ZH-EMC-902/2020	EPI_ISL_632792	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291746	Netherlands/ZH-EMC-903/2020	EPI_ISL_632793	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291747	Netherlands/ZH-EMC-904/2020	EPI_ISL_632794	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291748	Netherlands/ZH-EMC-905/2020	EPI_ISL_632795	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291749	Netherlands/ZH-EMC-906/2020	EPI_ISL_722850	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291750	Netherlands/ZH-EMC-907/2020	EPI_ISL_722702	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291751	Netherlands/ZH-EMC-908/2020	EPI_ISL_722703	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291752	Netherlands/ZH-EMC-909/2020	EPI_ISL_722704	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291753	Netherlands/ZH-EMC-910/2020	EPI_ISL_722705	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291754	Netherlands/ZH-EMC-912/2020	EPI_ISL_722706	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291755	Netherlands/ZH-EMC-913/2020	EPI_ISL_722707	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291756	Netherlands/ZH-EMC-914/2020	EPI_ISL_722722	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291757	Netherlands/ZH-EMC-915/2020	EPI_ISL_722464	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291758	Netherlands/ZH-EMC-916/2020	EPI_ISL_722708	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291759	Netherlands/ZH-EMC-917/2020	EPI_ISL_722723	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291760	Netherlands/ZH-EMC-918/2020	EPI_ISL_632341	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291761	Netherlands/ZH-EMC-919/2020	EPI_ISL_722742	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291762	Netherlands/ZH-EMC-920/2020	EPI_ISL_722369	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291763	Netherlands/ZH-EMC-921/2020	EPI_ISL_722501	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291764	Netherlands/ZH-EMC-922/2020	EPI_ISL_722383	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291765	Netherlands/ZH-EMC-923/2020	EPI_ISL_722519	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291766	Netherlands/ZH-EMC-924/2020	EPI_ISL_722318	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291767	Netherlands/ZH-EMC-925/2020	EPI_ISL_722337	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291768	Netherlands/ZH-EMC-926/2020	EPI_ISL_722554	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291769	Netherlands/ZH-EMC-927/2020	EPI_ISL_722399	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291770	Netherlands/ZH-EMC-928/2020	EPI_ISL_722324	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291771	Netherlands/ZH-EMC-929/2020	EPI_ISL_722517	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291772	Netherlands/ZH-EMC-930/2020	EPI_ISL_722441	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291773	Netherlands/ZH-EMC-931/2020	EPI_ISL_722507	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291774	Netherlands/ZH-EMC-932/2020	EPI_ISL_722520	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291775	Netherlands/ZH-EMC-933/2020	EPI_ISL_722521	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291776	Netherlands/ZH-EMC-934/2020	EPI_ISL_722544	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291777	Netherlands/ZH-EMC-935/2020	EPI_ISL_722735	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291778	Netherlands/ZH-EMC-936/2020	EPI_ISL_722749	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291779	Netherlands/ZH-EMC-937/2020	EPI_ISL_722755	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291782	Netherlands/ZH-EMC-940/2020	EPI_ISL_722499	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291783	Netherlands/ZH-EMC-941/2020	EPI_ISL_722596	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291784	Netherlands/ZH-EMC-942/2020	EPI_ISL_722330	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291785	Netherlands/ZH-EMC-943/2020	EPI_ISL_722494	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291786	Netherlands/ZH-EMC-944/2020	EPI_ISL_722308	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291787	Netherlands/ZH-EMC-945/2020	EPI_ISL_722513	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291788	Netherlands/ZH-EMC-946/2020	EPI_ISL_722359	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291789	Netherlands/ZH-EMC-947/2020	EPI_ISL_722360	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291790	Netherlands/ZH-EMC-948/2020	EPI_ISL_722382	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291791	Netherlands/ZH-EMC-949/2020	EPI_ISL_722285	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291792	Netherlands/ZH-EMC-950/2020	EPI_ISL_722366	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291793	Netherlands/ZH-EMC-951/2020	EPI_ISL_722421	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291794	Netherlands/ZH-EMC-952/2020	EPI_ISL_722594	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291795	Netherlands/ZH-EMC-953/2020	EPI_ISL_722569	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291796	Netherlands/ZH-EMC-954/2020	EPI_ISL_722275	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291797	Netherlands/ZH-EMC-955/2020	EPI_ISL_722303	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291798	Netherlands/ZH-EMC-956/2020	EPI_ISL_722635	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291799	Netherlands/ZH-EMC-957/2020	EPI_ISL_722409	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291800	Netherlands/ZH-EMC-958/2020	EPI_ISL_722410	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291801	Netherlands/ZH-EMC-960/2020	EPI_ISL_722828	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291802	Netherlands/ZH-EMC-961/2020	EPI_ISL_722510	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291803	Netherlands/ZH-EMC-962/2020	EPI_ISL_722423	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291804	Netherlands/ZH-EMC-963/2020	EPI_ISL_722298	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291805	Netherlands/ZH-EMC-964/2020	EPI_ISL_722422	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291806	Netherlands/ZH-EMC-965/2020	EPI_ISL_722590	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291807	Netherlands/ZH-EMC-966/2020	EPI_ISL_722607	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291808	Netherlands/ZH-EMC-967/2020	EPI_ISL_722709	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291809	Netherlands/ZH-EMC-968/2020	EPI_ISL_722710	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291810	Netherlands/ZH-EMC-969/2020	EPI_ISL_722548	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291811	Netherlands/ZH-EMC-970/2020	EPI_ISL_722663	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291812	Netherlands/ZH-EMC-971/2020	EPI_ISL_722495	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291813	Netherlands/ZH-EMC-972/2020	EPI_ISL_722595	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291814	Netherlands/ZH-EMC-973/2020	EPI_ISL_722664	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291815	Netherlands/ZH-EMC-974/2020	EPI_ISL_722364	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291816	Netherlands/ZH-EMC-975/2020	EPI_ISL_722665	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291817	Netherlands/ZH-EMC-976/2020	EPI_ISL_722345	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291818	Netherlands/ZH-EMC-977/2020	EPI_ISL_722666	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291819	Netherlands/ZH-EMC-978/2020	EPI_ISL_722361	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291820	Netherlands/ZH-EMC-979/2020	EPI_ISL_722516	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291821	Netherlands/ZH-EMC-980/2020	EPI_ISL_722628	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291822	Netherlands/ZH-EMC-981/2020	EPI_ISL_722419	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291823	Netherlands/ZH-EMC-982/2020	EPI_ISL_722756	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291824	Netherlands/ZH-EMC-983/2020	EPI_ISL_722660	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
291825	Netherlands/ZH-EMC-984/2020	EPI_ISL_722641	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
