	first_seq	num_seqs	last_seq
Russia	2020-09-29	2	2020-10-02
USA	2020-10-03	685	2021-05-06
Denmark	2020-12-14	2	2020-12-14
Mexico	2020-12-25	1	2020-12-25
Japan	2021-01-10	1	2021-01-10
Netherlands	2021-01-13	1	2021-01-13
Canada	2021-02-04	4	2021-05-10
India	2021-02-13	2	2021-02-19
Spain	2021-03-01	2	2021-03-04
France	2021-03-16	2	2021-05-26
Switzerland	2021-04-17	8	2021-05-17
Belize	2021-04-29	1	2021-04-29
Brazil	2021-08-01	1	2021-08-01
China	2022-01-15	1	2022-01-15
