	first_seq	num_seqs	last_seq
Sweden	2020-07-06	85	2020-12-29
United Kingdom	2020-07-16	19	2020-11-15
Norway	2020-08-03	15	2020-11-10
Denmark	2020-08-17	93	2021-01-18
Latvia	2020-08-31	6	2020-10-07
