	first_seq	num_seqs	last_seq
USA	2020-10-09	744	2021-02-15
United Kingdom	2021-01-21	1	2021-01-21
Singapore	2021-01-26	3	2021-01-26
Aruba	2021-02-08	1	2021-02-08
Japan	2021-02-08	1	2021-02-08
