	first_seq	num_seqs	last_seq
Luxembourg	2023-09-16	829	2025-03-25
France	2023-09-18	11463	2025-05-12
United Kingdom	2023-09-18	17656	2025-05-29
USA	2023-09-20	97295	2025-05-22
Germany	2023-09-21	2758	2025-04-22
Spain	2023-09-22	10300	2025-04-15
Chile	2023-09-25	1454	2025-02-27
Denmark	2023-09-25	5149	2025-05-12
Netherlands	2023-09-25	4322	2025-05-25
Portugal	2023-09-27	634	2025-01-05
Iceland	2023-09-28	529	2024-07-29
Italy	2023-09-29	2364	2025-03-11
Ireland	2023-09-30	2086	2025-05-12
Belgium	2023-10-02	1232	2025-05-01
Israel	2023-10-02	2003	2025-05-01
Honduras	2023-10-03	87	2024-08-14
Greece	2023-10-03	1349	2024-12-22
Switzerland	2023-10-05	1311	2025-01-03
Peru	2023-10-05	3113	2025-01-24
Brazil	2023-10-05	5935	2025-03-13
Bulgaria	2023-10-09	48	2024-09-30
New Zealand	2023-10-09	3091	2025-04-27
Canada	2023-10-09	24559	2025-05-10
Austria	2023-10-10	849	2024-10-22
Japan	2023-10-11	6586	2025-04-18
China	2023-10-11	13042	2025-05-16
Australia	2023-10-11	6192	2025-05-22
Malaysia	2023-10-12	1527	2025-01-20
Singapore	2023-10-12	4360	2025-04-28
Lithuania	2023-10-15	324	2024-11-09
Croatia	2023-10-16	194	2024-10-14
Sweden	2023-10-17	3839	2025-04-22
Taiwan	2023-10-20	768	2024-12-30
Norway	2023-10-20	464	2025-04-14
Finland	2023-10-21	814	2025-04-23
Poland	2023-10-24	595	2025-02-19
Hungary	2023-10-27	17	2024-09-30
Madagascar	2023-10-27	63	2024-10-11
South Korea	2023-10-27	9158	2025-02-24
Thailand	2023-10-28	1190	2025-04-27
Cyprus	2023-10-29	331	2024-02-28
Estonia	2023-11-01	283	2024-08-30
Czech Republic	2023-11-01	370	2024-10-21
South Africa	2023-11-01	545	2025-02-11
Qatar	2023-11-02	36	2024-10-28
Slovakia	2023-11-06	313	2024-11-26
Indonesia	2023-11-06	763	2025-01-16
Turkey	2023-11-08	243	2024-10-04
Montenegro	2023-11-08	32	2024-10-14
Russia	2023-11-08	3626	2025-02-10
Slovenia	2023-11-09	473	2025-02-10
Senegal	2023-11-11	106	2025-03-17
India	2023-11-12	1384	2024-08-22
Oman	2023-11-12	316	2024-11-03
Mauritius	2023-11-13	64	2024-10-21
North Macedonia	2023-11-14	26	2024-02-21
Costa Rica	2023-11-14	651	2024-11-22
Hong Kong	2023-11-14	584	2025-02-25
Mexico	2023-11-15	1904	2025-02-18
Argentina	2023-11-16	468	2025-02-18
Rwanda	2023-11-17	30	2024-01-21
Brunei	2023-11-21	163	2024-07-06
Kosovo	2023-11-21	16	2024-08-09
Ukraine	2023-11-22	565	2024-12-19
Democratic Republic of the Congo	2023-11-28	4	2024-01-30
Philippines	2023-11-28	130	2024-11-29
Guadeloupe	2023-11-29	16	2024-07-02
Kenya	2023-11-29	127	2024-11-28
Vietnam	2023-11-30	27	2024-01-22
Guatemala	2023-11-30	518	2024-08-16
Tunisia	2023-11-30	38	2024-12-28
Romania	2023-12-02	109	2024-08-13
Georgia	2023-12-04	43	2024-09-27
Lebanon	2023-12-06	17	2024-09-02
Barbados	2023-12-08	21	2024-09-04
Laos	2023-12-08	92	2024-09-30
Sint Maarten	2023-12-10	25	2024-09-06
Bahrain	2023-12-10	318	2024-10-27
Cambodia	2023-12-11	96	2024-10-17
Curacao	2023-12-12	41	2024-07-23
Dominican Republic	2023-12-13	147	2024-07-08
Colombia	2023-12-13	165	2025-01-14
Marshall Islands	2023-12-14	5	2023-12-20
Venezuela	2023-12-15	95	2024-07-09
Pakistan	2023-12-16	161	2024-09-03
Bhutan	2023-12-18	3	2024-01-03
Myanmar	2023-12-18	40	2024-07-04
Uganda	2023-12-18	24	2024-07-23
Bangladesh	2023-12-19	53	2024-03-24
Moldova	2023-12-19	40	2024-08-20
Guinea	2023-12-20	4	2024-01-08
El Salvador	2023-12-20	56	2024-08-12
Ecuador	2023-12-20	370	2024-11-23
Bonaire	2023-12-22	7	2024-01-11
New Caledonia	2023-12-22	7	2024-10-08
Paraguay	2023-12-23	116	2024-08-13
Jordan	2023-12-24	2	2024-09-19
Nepal	2023-12-25	26	2024-09-15
Saint Vincent and the Grenadines	2023-12-29	5	2024-01-10
Trinidad and Tobago	2023-12-31	12	2024-02-27
Zambia	2024-01-01	1	2024-01-01
Central African Republic	2024-01-03	5	2024-03-22
Nigeria	2024-01-04	245	2024-05-30
Cabo Verde	2024-01-05	1	2024-01-05
Algeria	2024-01-07	64	2024-07-24
Northern Mariana Islands	2024-01-10	1	2024-01-10
Grenada	2024-01-10	2	2024-01-15
Uruguay	2024-01-12	29	2024-08-26
Botswana	2024-01-15	4	2024-05-24
Micronesia	2024-01-16	2	2024-01-18
Morocco	2024-01-19	3	2024-02-05
Palestine	2024-01-22	4	2024-02-12
Cameroon	2024-01-23	12	2024-01-23
Namibia	2024-01-26	1	2024-01-26
Afghanistan	2024-01-27	4	2024-04-01
South Sudan	2024-01-30	10	2024-06-03
Kuwait	2024-01-31	26	2024-06-02
Egypt	2024-02-01	55	2024-11-16
Kazakhstan	2024-02-02	30	2024-02-07
Saint Martin	2024-03-15	1	2024-03-15
Monaco	2024-03-21	1	2024-03-21
Iraq	2024-04-15	1	2024-04-15
Saudi Arabia	2024-04-23	2	2024-04-23
Palau	2024-06-24	2	2024-06-24
Mozambique	2024-11-11	5	2024-12-06
Bolivia	2024-12-03	4	2024-12-21
