	first_seq	num_seqs	last_seq
South Korea	2020-04-04	32	2020-12-12
Spain	2020-04-08	12138	2022-08-05
Senegal	2020-04-20	11	2021-03-01
Uruguay	2020-04-30	15	2021-04-21
France	2020-04-30	2164	2021-09-10
Portugal	2020-05-18	1424	2021-08-10
Netherlands	2020-06-20	4835	2021-12-07
Tunisia	2020-07-12	63	2022-05-25
Belgium	2020-07-17	1214	2021-05-12
United Kingdom	2020-07-18	81303	2021-10-12
Switzerland	2020-07-22	5450	2021-07-12
Ireland	2020-07-23	1047	2021-05-05
Norway	2020-07-28	873	2021-07-12
Italy	2020-08-02	4877	2021-10-09
Denmark	2020-08-03	27444	2022-10-03
Germany	2020-08-07	9652	2022-08-30
Iceland	2020-08-13	2723	2021-02-28
Sweden	2020-08-14	7016	2021-06-18
Hong Kong	2020-08-15	23	2020-12-24
USA	2020-08-18	293	2021-04-26
Australia	2020-08-20	46	2021-03-07
Slovenia	2020-08-21	179	2021-04-26
Latvia	2020-08-22	1243	2021-07-30
Austria	2020-08-28	256	2021-12-29
Greece	2020-09-01	487	2021-05-10
Canada	2020-09-04	60	2021-03-31
Taiwan	2020-09-06	3	2021-02-10
Lithuania	2020-09-07	2965	2021-06-23
Estonia	2020-09-13	230	2021-05-08
Luxembourg	2020-09-14	953	2021-04-23
Cyprus	2020-09-16	128	2021-03-11
Dominican Republic	2020-09-17	3	2020-11-24
United Arab Emirates	2020-09-20	31	2021-02-06
Finland	2020-09-20	657	2021-05-23
New Zealand	2020-09-22	37	2021-01-04
Romania	2020-09-23	102	2021-07-02
Czech Republic	2020-09-24	75	2021-03-24
Malaysia	2020-10-01	1	2020-10-01
Japan	2020-10-02	16	2021-01-12
Serbia	2020-10-02	13	2021-02-17
Thailand	2020-10-09	8	2021-01-30
Peru	2020-10-12	9	2021-02-28
Singapore	2020-10-14	12	2021-02-07
Bhutan	2020-10-20	1	2020-10-20
Cameroon	2020-10-26	2	2020-10-26
Solomon Islands	2020-10-27	8	2020-12-24
Gibraltar	2020-10-27	418	2021-08-28
Ecuador	2020-10-28	9	2020-12-23
Bermuda	2020-10-31	4	2020-10-31
Bulgaria	2020-11-01	27	2021-03-25
Vietnam	2020-11-08	3	2020-12-24
Mauritius	2020-11-12	3	2021-01-27
Croatia	2020-11-12	193	2021-04-23
Uganda	2020-11-13	1	2020-11-13
Brazil	2020-11-18	8	2021-04-08
Philippines	2020-11-19	4	2021-01-09
Lebanon	2020-11-20	6	2021-01-12
Equatorial Guinea	2020-11-24	1	2020-11-24
Nigeria	2020-11-25	1	2020-11-25
Poland	2020-11-25	148	2021-05-17
Slovakia	2020-11-30	8	2021-03-31
Israel	2020-12-03	155	2021-03-09
Iraq	2020-12-14	3	2021-02-20
Morocco	2020-12-17	6	2021-01-07
North Macedonia	2020-12-17	14	2021-03-12
Kenya	2020-12-19	2	2020-12-21
Mexico	2020-12-22	1	2020-12-22
Mauritania	2020-12-22	1	2020-12-22
India	2020-12-22	11	2021-02-13
Ukraine	2020-12-30	1	2020-12-30
Turkey	2020-12-30	51	2021-04-28
Suriname	2021-01-03	1	2021-01-03
Kosovo	2021-01-04	2	2021-01-05
Russia	2021-01-05	2	2021-02-26
Ghana	2021-01-06	5	2021-01-06
Malawi	2021-01-07	3	2021-01-19
Guinea-Bissau	2021-01-11	1	2021-01-11
Rwanda	2021-01-12	1	2021-01-12
Colombia	2021-01-17	1	2021-01-17
Guadeloupe	2021-01-19	7	2021-02-19
Curacao	2021-01-20	5	2021-01-29
Aruba	2021-01-20	18	2021-02-25
Angola	2021-01-20	4	2021-02-26
Monaco	2021-01-21	1	2021-01-21
Bolivia	2021-01-28	1	2021-01-28
Paraguay	2021-01-31	1	2021-01-31
Bonaire	2021-02-13	3	2021-03-29
Kazakhstan	2021-02-26	1	2021-02-26
Libya	2021-03-03	2	2021-03-03
Bosnia and Herzegovina	2021-03-07	1	2021-03-07
Indonesia	2021-03-08	1	2021-03-08
Malta	2021-04-24	1	2021-04-24
China	2021-05-05	1	2021-05-05
Georgia	2021-05-12	1	2021-05-12
Democratic Republic of the Congo	2021-05-24	1	2021-05-24
