	first_seq	num_seqs	last_seq
Canada	2021-06-23	2643	2021-08-26
USA	2021-07-12	8	2021-08-31
United Kingdom	2021-08-09	3	2021-08-27
Norway	2021-08-18	1	2021-08-18
